"RegionType","RegionName","City","State","Metro","CBSATitle","SizeRank","MarketHealthIndex","SellForGain","PrevForeclosed","ForeclosureRatio","ZHVI","MoM","YoY","ForecastYoYPctChange","StockOfREOs","NegativeEquity","Delinquency","DaysOnMarket"
"City","Hicksville","Hicksville","NY","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",1134,2.95619658119658,83.33,,,445900,0.157232704402516,7.21327242125511,0.0343260820811842,,0.0527210884353742,0.154121863799283,115
"City","Gonzales","Gonzales","LA","Baton Rouge, LA","""Baton Rouge, LA""",1135,0.143162393162393,,,,180600,-0.714678394722375,1.5177065767285,0.0120376522702104,,0.0856031128404669,0.0454545454545455,60
"City","Los Lunas","Los Lunas","NM","Albuquerque, NM","""Albuquerque, NM""",1136,0.645299145299145,,,,125600,0.399680255795364,6.98466780238501,0.00194267515923574,,0.253849190682985,0.0847589424572317,75
"City","Carol Stream","Carol Stream","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",1137,1.99893162393162,86.67,,,237800,0.379907133811735,4.61944566652002,0.0335407905803196,,0.114744854806879,0.0528255528255528,71
"City","District Heights","District Heights","MD","Washington, DC","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1138,0.574786324786325,82.35,18.0418,6.2522,231600,0.608166811468288,7.42115027829314,0.0258635578583766,,0.203034682080925,0.103202846975089,89.5
"City","Euclid","Euclid","OH","Cleveland, OH","""Cleveland-Elyria, OH""",1139,5.04059829059829,66.67,,4.5245,76200,1.19521912350598,11.7302052785924,0.0399868766404199,,0.331556381239615,0.0826411457184544,94
"City","Perinton","Perinton","NY","Rochester, NY","""Rochester, NY""",1140,0.706196581196581,,,,192200,-1.78845171180378,-0.155844155844156,0.0199947970863683,,0.0414254470603371,0.0341614906832298,70
"City","Brookhaven","Brookhaven","GA","Atlanta, GA","""Atlanta-Sandy Springs-Roswell, GA""",1141,8.65064102564103,100,,,456200,0.795404330534688,4.65703142922689,0.0327334502411223,,0.0807385385698639,0.00387596899224806,75
"City","Kankakee","Kankakee","IL","Kankakee, IL","""Kankakee, IL""",1142,0.417735042735043,50,,,77800,0,-0.89171974522293,0.0328920308483291,,0.206740442655936,0.0656934306569343,102
"City","Hallandale","Hallandale","FL","Miami-Fort Lauderdale, FL","""Miami-Fort Lauderdale-West Palm Beach, FL""",1143,0.334401709401709,81.08,,,202900,0.0493096646942801,3.25699745547074,0.0075899457861015,,0.101818181818182,0.056547619047619,168.5
"City","Bonney Lake","Bonney Lake","WA","Seattle, WA","""Seattle-Tacoma-Bellevue, WA""",1144,6.7232905982906,98.53,3.8612,4.1899,365800,0.715859030837004,9.71805638872226,0.0421104428649535,,0.0657609316131978,0.0399305555555556,49
"City","Burlington","Burlington","NC","Burlington, NC","""Burlington, NC""",1145,5.25320512820513,75,,,105100,0.767018216682646,9.93723849372385,0.0366603235014271,,0.0877863448609161,0.0431139165007206,77
"City","Great Neck","Great Neck","NY","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",1146,2.06623931623932,90,,,1192500,-1.39738713411609,1.79257362355954,0.0171874213836478,,0.0230982131145609,0.0673322028984394,155.5
"City","Ramona","Ramona","CA","San Diego, CA","""San Diego-Carlsbad, CA""",1147,8.48183760683761,94.44,2.7378,0.9284,516700,0.23278370514064,9.05445335584635,0.0266421521192182,,0.051429838173354,0.0301724137931034,69
"City","Harvey","Harvey","LA","New Orleans, LA","""New Orleans-Metairie, LA""",1148,2.06196581196581,100,,,140100,-0.142551674982181,4.9438202247191,,,0.113872040696537,0.125429553264605,96
"City","Naples","Naples","FL","Naples, FL","""Naples-Immokalee-Marco Island, FL""",1149,4.05448717948718,81.03,,,329900,0.334549878345499,0.456760048721072,0.0134707487117309,,0.0601513205893399,0.0261262989019553,149
"City","Addison","Addison","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",1150,2.76068376068376,82.61,,,235100,0.127768313458262,7.00955848884843,0.0325776265418971,,0.140881038518834,0.0422960725075529,86
"City","Marlborough","Marlborough","MA","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",1151,1.66559829059829,92.86,,58.511,332400,0.211034066927947,4.79192938209332,0.0187033694344163,,0.0816725283313794,0.0502392344497608,70
"City","Gallatin","Gallatin","TN","Nashville, TN","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1153,9.23397435897436,89.8,2.9964,1.2543,211300,1.34292565947242,11.1520252498685,0.0327922385234265,,0.0637079455977094,0.00449438202247191,67
"City","Moses Lake","Moses Lake","WA","Moses Lake, WA","""Moses Lake, WA""",1154,5.38568376068376,,,,151700,0.330687830687831,8.27980014275517,,,0.0926791277258567,0.00840336134453781,67
"City","Montclair","Montclair","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",1155,1.03952991452991,,,,613900,-0.421735604217356,4.068486184099,0.019884345984688,,0.0596780491821417,0.098719335455627,90
"City","Maplewood","Maplewood","MN","Minneapolis-St Paul, MN","""Minneapolis-St. Paul-Bloomington, MN-WI""",1156,6.37713675213675,86.21,4.1736,1.9095,231500,0.390286209887251,10.65965583174,0.0287127429805616,,0.0607766990291262,0.0287539936102236,70
"City","San Bruno","San Bruno","CA","San Francisco, CA","""San Francisco-Oakland-Hayward, CA""",1157,8.5758547008547,100,,,952000,0.65552971029816,7.55846796972094,0.0149558823529412,,0.028842504743833,0.0131578947368421,40
"City","Greenfield","Greenfield","WI","Milwaukee, WI","""Milwaukee-Waukesha-West Allis, WI""",1158,5.9775641025641,,,,122300,0.328137817883511,11.0808356039964,0.0474325429272282,,0.132887464705104,0.0205151889999809,62
"City","Palmetto","Palmetto","FL","North Port-Sarasota-Bradenton, FL","""North Port-Sarasota-Bradenton, FL""",1159,3.67628205128205,90,,,199700,0.150451354062187,6.79144385026738,0.0205007511266901,,0.0815886034966544,0.0714285714285714,87
"City","Xenia","Xenia","OH","Dayton, OH","""Dayton, OH""",1160,3.91987179487179,94.12,2.7303,,114400,0.527240773286467,6.91588785046729,0.0284615384615385,,0.116424861185742,0.0523076923076923,74
"City","Walla Walla","Walla Walla","WA","Walla Walla, WA","""Walla Walla, WA""",1161,9.23931623931624,100,,1.7753,229000,0.57092665788318,14.5572786393197,,,0.06477821695213,0.0271186440677966,65
"City","Urbandale","Urbandale","IA","Des Moines, IA","""Des Moines-West Des Moines, IA""",1162,2.23824786324786,93.33,7.6923,,225700,-0.0885347498893316,2.21920289855072,0.0308329641116527,,0.0576022916683661,0.0158816122540282,63
"City","Manitowoc","Manitowoc","WI","Manitowoc, WI","""Manitowoc, WI""",1163,7.79273504273504,84.21,3.3142,0.6795,106300,0.377714825306893,8.35881753312946,,,0.119468532068442,0.0227564239457552,99
"City","Austell","Austell","GA","Atlanta, GA","""Atlanta-Sandy Springs-Roswell, GA""",1164,6.49786324786325,100,,,138200,1.09729334308705,11.9935170178282,0.0441244573082489,,0.179572897227402,0.0363232455870284,54
"City","Lancaster","Lancaster","TX","Dallas-Fort Worth, TX","""Dallas-Fort Worth-Arlington, TX""",1165,5.42307692307692,91.67,5.748,,149100,0.336473755047106,7.96524257784214,0.0336284372904092,,,,48
"City","Kendall West","Kendall West","FL","Miami-Fort Lauderdale, FL","""Miami-Fort Lauderdale-West Palm Beach, FL""",1166,5.71901709401709,93.33,,,199200,0.860759493670886,8.73362445414847,0.0188554216867469,,0.112303937729657,0.0741905575550404,97
"City","East Meadow","East Meadow","NY","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",1167,5.14102564102564,100,,,463300,-0.30126963632451,6.09113808106251,0.0336455860133822,,0.0372065260644648,0.219251336898396,125
"City","Chester","Chester","VA","Richmond, VA","""Richmond, VA""",1168,2.65918803418803,78.18,1.5805,,217000,0.0922509225092251,4.93230174081238,0.0250967741935484,,0.120121722494504,0.0166000403524217,67.5
"City","Clinton","Clinton","MD","Washington, DC","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1169,0.530982905982906,82.35,15.2094,3.4708,282300,0.248579545454545,5.73033707865168,0.0341232731137089,,0.195369406867846,0.0945406125166445,85.5
"City","Penfield","Penfield","NY","Rochester, NY","""Rochester, NY""",1170,0.702991452991453,,,,192300,-1.58648925281474,0.522739153162572,0.0193655746229848,,0.0387140370709159,0.03492823647566,69.5
"City","Mansfield","Mansfield","OH","Mansfield, OH","""Mansfield, OH""",1171,1.20940170940171,71.43,7.6594,7.6795,60600,0.497512437810945,-4.11392405063291,0.0284818481848186,,0.162505068614853,0.0393164793752565,77
"City","Seattle Hill-Silver Firs","Seattle Hill-Silver Firs","WA","Seattle, WA","""Seattle-Tacoma-Bellevue, WA""",1172,9.16880341880342,97.67,2.2326,1.7968,454500,0.686752326096588,13.1441374159821,0.0500506050605061,,0.0649670133064967,0.0172117039586919,41
"City","Sonoma","Sonoma","CA","Santa Rosa, CA","""Santa Rosa, CA""",1173,4.76709401709402,96.77,,,678700,-0.103032087135708,1.55618734101451,-0.00974804773832327,,0.0320646506777894,0.00813008130081301,54
"City","Fishers","Fishers","IN","Indianapolis, IN","""Indianapolis-Carmel-Anderson, IN""",1174,5.70619658119658,,,,220200,0.456204379562044,5.86538461538461,0.0349954586739327,,0.0791852260845599,0.0173081681722306,63
"City","Plymouth Township","Plymouth Township","MI","Detroit, MI","""Detroit-Warren-Dearborn, MI""",1175,7.40384615384615,100,,,298900,0.436827956989247,7.63413755851639,0.0215389762462361,,0.0498123014727115,0.0144927536231884,63
"City","Monroe Township","Monroe Township","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",1176,5.77884615384615,88,2.5229,1.3727,360900,0.838222967309304,3.91592283328534,0.0153920753671377,,0.0444077248786533,0.109302325581395,108
"City","Franconia","Franconia","VA","Washington, DC","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1177,5.73076923076923,87.5,0.8757,0.5725,434400,-0.0230149597238205,1.37689614935823,0.0147490791896869,,0.0897233580997617,0.0130817298053303,54
"City","Wenatchee","Wenatchee","WA","Wenatchee, WA","""Wenatchee, WA""",1178,9.28952991452991,92.31,,0.6083,263600,0.764525993883792,7.90012279983627,0.0728793626707132,,0.0635997456010176,0.0333333333333333,65
"City","Brentwood","Brentwood","TN","Nashville, TN","""Nashville-Davidson--Murfreesboro--Franklin, TN""",1179,8.06089743589744,95.08,0.6757,,615800,0.555192684519922,5.1391497353594,0.0201770055212731,,0.0440709234395818,0.00232558139534884,66
"City","Kannapolis","Kannapolis","NC","Charlotte, NC","""Charlotte-Concord-Gastonia, NC-SC""",1180,7.42200854700855,90.24,8.7825,1.7424,125900,0.800640512409928,12.6118067978533,0.0513661636219223,,0.0596218988739941,0.033119937943425,59
"City","Shelton","Shelton","CT","Stamford, CT","""Bridgeport-Stamford-Norwalk, CT""",1181,1.41559829059829,78.95,1.2085,,306200,0.09807126511932,-0.906148867313916,0.00467994774657088,,0.0969126401772117,0.0714285714285714,90
"City","Essex","Essex","MD","Baltimore, MD","""Baltimore-Columbia-Towson, MD""",1182,0.52457264957265,81.82,9.5571,3.1226,180900,0.166112956810631,4.08515535097814,0.0201824212271973,,0.156923076923077,0.0703575547866205,91
"City","Reynoldsburg","Reynoldsburg","OH","Columbus, OH","""Columbus, OH""",1183,3.50641025641026,90,6.2742,5.7062,155300,1.10677083333333,6.51577503429355,0.0342691564713458,,0.0858813497380923,0.051063829787234,60
"City","Brighton","Brighton","CO","Denver, CO","""Denver-Aurora-Lakewood, CO""",1184,9.01495726495727,95.65,1.8505,,313700,0.770960488274976,8.99930507296734,0.0358686643289767,,0.0465804066543438,0.0119047619047619,47
"City","Ewing","Ewing","NJ","Trenton, NJ","""Trenton, NJ""",1185,1.14316239316239,57.14,3.3447,5.3552,179300,0.335758254057079,5.28479154433353,0.0232403792526492,,0.236231512623948,0.117470630254487,117
"City","Torrington","Torrington","CT","Torrington, CT","""Torrington, CT""",1186,0.457264957264957,57.14,,1.4048,142000,0.709219858156028,-0.629811056682995,,,0.220968500235073,0.0936170212765958,81
"City","Roy","Roy","UT","Ogden, UT","""Ogden-Clearfield, UT""",1187,5.04700854700855,,,,186900,0.37593984962406,8.85264997087944,0.0289780631353664,,0.090785498489426,0.0183028286189684,49
"City","Pekin","Pekin","IL","Peoria, IL","""Peoria, IL""",1188,1.96688034188034,71.88,,,91600,0.109289617486339,-2.76008492569002,0.0303930131004366,,0.122468397444611,0.0421753607103219,102
"City","Oro Valley","Oro Valley","AZ","Tucson, AZ","""Tucson, AZ""",1189,7.78739316239316,81.25,1.5661,0.9741,280100,0.178826895565093,5.5785902751602,0.0380721171010354,,0.0956059776006108,0.0220744276477628,72
"City","Waianae","Waianae","HI","Urban Honolulu, HI","""Urban Honolulu, HI""",1190,7.30235042735043,100,3.125,,403400,0.573423086512092,9.67917346383904,0.0260783341596431,,0.0910577971646674,0.125748502994012,76
"City","Beverly","Beverly","MA","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",1191,8.88568376068376,100,,1.6092,429900,0.233154581487526,9.61244263131056,0.0277483135612933,,0.0508971072867082,0.0251798561151079,63
"City","Chelsea","Chelsea","MA","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",1192,7.24679487179487,100,,9.7455,338200,0.385871178391214,12.3214878777815,0.036741573033708,,0.149193548387097,0.0216216216216216,74
"City","Hagerstown","Hagerstown","MD","Hagerstown, MD","""Hagerstown-Martinsburg, MD-WV""",1193,0.385683760683761,83.33,13.4558,3.4753,137100,0.14609203798393,2.69662921348315,0.0212399708242159,,0.158442682921388,0.0563263177134063,92
"City","Altadena","Altadena","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",1194,6.60790598290598,96,,,777300,0.309717382888115,5.64011959771677,0.0159771002187057,,0.0293753317996815,0.0120481927710843,52
"City","Wildwood","Wildwood","MO","St. Louis, MO","""St. Louis, MO-IL""",1195,2.35790598290598,72,2.345,0.6215,350100,-0.199543899657925,-5.04475183075671,-0.00572407883461867,,0.0576346717717832,0.0490569075878124,70
"City","Bluffton","Bluffton","SC","Hilton Head Island, SC","""Hilton Head Island-Bluffton-Beaufort, SC""",1196,6.46367521367521,86.54,1.2757,1.422,245900,-0.162403572878603,4.10668924640135,,,0.096504819629288,0.0391676875179738,109
"City","Ronkonkoma","Ronkonkoma","NY","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",1197,6.89209401709402,,,,337700,0.237459186702286,9.53616607200778,0.0423393544566184,,0.0918984280532043,0.179824561403509,158.5
"City","Saratoga Springs","Saratoga Springs","NY","Albany, NY","""Albany-Schenectady-Troy, NY""",1198,1.38247863247863,,,,328400,0.152485513876182,1.95591431232536,0.0125,,0.0601706331387517,0.0261194029850746,84.5
"City","Hilton Head Island","Hilton Head Island","SC","Hilton Head Island, SC","""Hilton Head Island-Bluffton-Beaufort, SC""",1199,4.10683760683761,79.07,1.7788,1.8067,375700,-0.265463233342182,0.804936946605849,,,0.0831788325282208,0.0686806804995344,133
"City","Fond du Lac","Fond du Lac","WI","Fond du Lac, WI","""Fond du Lac, WI""",1200,0.852564102564103,,,,108900,0,4.11089866156788,0.0249219467401285,,0.138223308883456,0.0259433962264151,85
"City","Greeneville","Greeneville","TN","Greeneville, TN","""Greeneville, TN""",1201,8.43376068376068,75,,,103300,1.87376725838264,19.4219653179191,,,0.0946730967295502,0.0285353946586381,104
"City","Richfield","Richfield","MN","Minneapolis-St Paul, MN","""Minneapolis-St. Paul-Bloomington, MN-WI""",1202,5.55448717948718,97.22,2.9616,1.4314,226500,0.221238938053097,5.98970519419747,0.0169359823399557,,0.0691266516274573,0.0116550116550117,60
"City","Pearl City","Pearl City","HI","Urban Honolulu, HI","""Urban Honolulu, HI""",1203,8.05982905982906,100,,,687600,0.26246719160105,5.23415977961433,0.0196553228621292,,0.0261269020958943,0.043956043956044,68
"City","Park Ridge","Park Ridge","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",1204,2.10897435897436,81.67,,,387900,-0.257135510413988,2.07894736842105,0.0240087651456562,,0.103331551754855,0.0206896551724138,100
"City","Oakville","Oakville","MO","St. Louis, MO","""St. Louis, MO-IL""",1205,1.80769230769231,80,4.2635,0.8076,225600,-0.221141088014153,-2.96774193548387,0.0044459219858155,,0.0599885736050276,0.0317460317460318,61
"City","Woburn","Woburn","MA","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",1206,7.35470085470085,100,,2.2976,449500,0.491839928459647,8.54865974402318,0.0210100111234706,,0.0627419026278264,0.0194805194805195,59
"City","Mt Laurel Township","Mt Laurel Township","NJ","Philadelphia, PA","""Philadelphia-Camden-Wilmington, PA-NJ-DE-MD""",1207,1.17307692307692,70.97,2.3049,4.1223,220100,0.273348519362187,1.28854118729867,0.00884143571104046,,0.154773046326626,0.0597127739984883,105.5
"City","Anthem","Anthem","AZ","Phoenix, AZ","""Phoenix-Mesa-Scottsdale, AZ""",1208,4.42094017094017,75.68,4.2849,0.578,350400,0.114285714285714,3.73001776198934,0.0167351598173515,,0.110437610881135,0.0214190093708166,69
"City","Montclair","Montclair","CA","Riverside, CA","""Riverside-San Bernardino-Ontario, CA""",1209,8.09722222222222,100,,,395200,-0.0252972426005565,5.24633821571238,0.0477302631578946,,0.0732064421669107,0.036,63.5
"City","Raeford","Raeford","NC","Fayetteville, NC","""Fayetteville, NC""",1210,1.97435897435897,70.83,3.9904,5.6041,152500,0.328947368421053,3.11020960108181,0.0543147540983606,,0.238287418845411,0.0441826215022091,72.5
"City","Evesham","Evesham","NJ","Philadelphia, PA","""Philadelphia-Camden-Wilmington, PA-NJ-DE-MD""",1211,0.608974358974359,68,12.5254,6.105,287700,0.629590766002099,1.91285866099894,0.010740354535975,,0.104552921849331,0.0695847362514029,110
"City","Rubidoux","Rubidoux","CA","Riverside, CA","""Riverside-San Bernardino-Ontario, CA""",1212,6.86645299145299,90.91,4.0278,,339300,0.414323764427345,4.75455387465267,0.0453934571175951,,0.0888124362895005,0.0387374461979914,68
"City","Dublin","Dublin","CA","San Francisco, CA","""San Francisco-Oakland-Hayward, CA""",1213,9.02777777777778,100,1.6032,,810600,0.247341083353945,4.86416558861578,0.0207660991857883,,0.0440382728164867,0.00557103064066852,43
"City","Fort Lee","Fort Lee","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",1214,4.10576923076923,80,2.3809,,544500,-0.0183621006243114,5.13612666537942,0.0347529843893479,,0.119866444073456,0.0501392757660167,117.5
"City","Waycross","Waycross","GA","Waycross, GA","""Waycross, GA""",1215,5.70726495726496,83.33,,,75600,0.531914893617021,5.88235294117647,,,0.146480644721291,0.0302292187586412,144
"City","Covington","Covington","KY","Cincinnati, OH","""Cincinnati, OH-KY-IN""",1216,1.94978632478632,76.92,1.0313,,94500,-0.735294117647059,0.638977635782748,0.0268677248677249,,0.0934131467140389,0.0347691029917699,76
"City","Duncanville","Duncanville","TX","Dallas-Fort Worth, TX","""Dallas-Fort Worth-Arlington, TX""",1217,9.60470085470086,100,4.4129,0.4826,158700,0.570342205323194,10.5153203342618,0.0449023314429742,,,,48
"City","Southaven","Southaven","MS","Memphis, TN","""Memphis, TN-MS-AR""",1218,3.71474358974359,,,,121000,0.498338870431894,3.77358490566038,0.0664545454545455,,0.18282967519259,0.0530522445602024,66
"City","Arcadia","Arcadia","FL","Arcadia, FL","""Arcadia, FL""",1219,6.84294871794872,93.75,,,115700,0.871839581517001,10.823754789272,,,0.154205607476636,0.0808080808080808,128
"City","Buffalo Grove","Buffalo Grove","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",1220,0.831196581196581,80,,,294900,-0.606673407482305,2.57391304347826,0.0190979993218039,,0.100088239001639,0.0340050377833753,82
"City","Port Angeles","Port Angeles","WA","Port Angeles, WA","""Port Angeles, WA""",1221,9.1474358974359,86.67,2.6559,,225300,0.850492390331244,14.5399084900864,,,,,66.5
"City","Trumbull","Trumbull","CT","Stamford, CT","""Bridgeport-Stamford-Norwalk, CT""",1222,4.18910256410256,75,0.8339,,362100,0.611280911364268,2.63605442176871,0.0106379453189727,,0.0833949430726009,0.0673758865248227,91
"City","Wheeling","Wheeling","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",1223,0.602564102564103,65.91,,,177800,-0.392156862745098,5.51928783382789,0.0238020247469066,,0.174628989632039,0.0523864959254948,84.5
"City","Covington","Covington","LA","New Orleans, LA","""New Orleans-Metairie, LA""",1224,4.73717948717949,66.67,,,222100,0.0901306894997747,7.81553398058252,,,0.0830379023883365,0.0238798811737986,79.5
"City","Boardman","Boardman","OH","Youngstown, OH","""Youngstown-Warren-Boardman, OH-PA""",1225,2.23397435897436,,,,99000,0.405679513184584,8.31509846827133,0.0262727272727272,,0.126560559391581,0.0386602220682082,60
"City","Pacifica","Pacifica","CA","San Francisco, CA","""San Francisco-Oakland-Hayward, CA""",1226,9.43696581196581,92.31,,,922000,0.72099628577671,9.60532572515454,0.0266963123644253,,0.0182610152454347,0,40
"City","Beavercreek","Beavercreek","OH","Dayton, OH","""Dayton, OH""",1227,3.25747863247863,76.92,2.0408,,181200,0.221238938053097,4.73988439306358,0.0289735099337749,,0.124417922478176,0.0281373382220136,70
"City","University City","University City","MO","St. Louis, MO","""St. Louis, MO-IL""",1228,1.79059829059829,84.62,5.9319,2.7271,195700,0.668724279835391,-1.9047619047619,0.0188247317322432,,0.139601822979132,0.0154639175257732,66
"City","Menomonee Falls","Menomonee Falls","WI","Milwaukee, WI","""Milwaukee-Waukesha-West Allis, WI""",1229,8.54059829059829,100,2.5214,1.2023,245000,0.492206726825267,5.24054982817869,0.0293795918367348,,0.0545694587061757,0.0134408602150538,64
"City","Henderson","Henderson","KY","Evansville, IN","""Evansville, IN-KY""",1230,6.44230769230769,95,,,127900,0.235109717868339,7.65993265993266,0.0337607505863957,,0.0729379686434901,0.0124610591900312,62.5
"City","Brookfield","Brookfield","WI","Milwaukee, WI","""Milwaukee-Waukesha-West Allis, WI""",1231,5.51709401709402,90.91,,3.9471,300500,0.602611315701373,3.69220151828848,0.0290715474209651,,0.0615495008056278,0.010547025472495,73
"City","Brighton","Brighton","NY","Rochester, NY","""Rochester, NY""",1232,1.38354700854701,,,,169900,-1.39291932675566,-1.39291932675566,0.00348440258975868,,0.0654098828906027,0.0218340611353712,75
"City","Caldwell","Caldwell","ID","Boise City, ID","""Boise City, ID""",1233,5.24893162393162,89.8,,,148700,0.269723533378287,9.57995578481946,0.0304640215198386,,0.106330626671233,0.0146006375122955,54.5
"City","Havertown","Havertown","PA","Philadelphia, PA","""Philadelphia-Camden-Wilmington, PA-NJ-DE-MD""",1235,5.45833333333333,100,,,307400,0.4903563255966,6.47731208867336,0.0252309694209498,,0.0652484294688749,0.0350109409190372,86
"City","Oakley","Oakley","CA","San Francisco, CA","""San Francisco-Oakland-Hayward, CA""",1236,4.13461538461539,95.65,5.6521,3.1879,422200,0.308861962461392,7.62171807290339,0.0231004263382284,,0.0645671783510049,0.0392156862745098,48
"City","Egypt Lake-Leto","Egypt Lake-Leto","FL","Tampa, FL","""Tampa-St. Petersburg-Clearwater, FL""",1237,7.33974358974359,77.78,,,158300,0.763844684914067,11.7937853107345,0.0377890082122552,,0.114349153483208,0.0703883495145631,74
"City","Stow","Stow","OH","Akron, OH","""Akron, OH""",1238,4.10790598290598,93.33,3.8456,3.6194,166600,0.240673886883273,4.32060112711334,0.0301740696278512,,0.0651302605210421,0.0197802197802198,51
"City","Bay City","Bay City","MI","Bay City, MI","""Bay City, MI""",1239,1.25641025641026,,,,59600,0.505902192242833,5.86145648312611,0.0169630872483222,,0.228313082791749,0.0185643564356436,62
"City","Prairieville","Prairieville","LA","Baton Rouge, LA","""Baton Rouge, LA""",1240,0.508547008547009,,,,220400,-0.720720720720721,0.869565217391304,0.0171279491833032,,0.078980490874764,0.0219123505976096,60
"City","Commerce City","Commerce City","CO","Denver, CO","""Denver-Aurora-Lakewood, CO""",1241,8.70619658119658,98.31,2.0969,,318200,0.664346725719709,8.52660300136426,0.0347391577624137,,0.0602866495222683,0.0057380515781338,49
"City","Arnold","Arnold","MO","St. Louis, MO","""St. Louis, MO-IL""",1242,1.24358974358974,,,,143900,-0.138792505204719,2.20170454545455,0.0222932592077831,,0.116585809581565,0.023407022106632,69
"City","Culver City","Culver City","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",1243,8.77457264957265,100,1.4286,,962500,-0.527077304671352,6.96821515892421,0.0179958441558441,,0.0323385541519174,0,50
"City","The Colony","The Colony","TX","Dallas-Fort Worth, TX","""Dallas-Fort Worth-Arlington, TX""",1244,8.76282051282051,100,1.0204,,231800,0.216169476869866,10.5916030534351,0.0440595340811043,,,,36.5
"City","Cape Girardeau","Cape Girardeau","MO","Cape Girardeau, MO","""Cape Girardeau, MO-IL""",1246,7.33760683760684,100,,,124200,0.323101777059774,1.6366612111293,0.0445491143317229,,0.129630247486376,0.016400417684832,79
"City","Windsor Mill","Windsor Mill","MD","Baltimore, MD","""Baltimore-Columbia-Towson, MD""",1247,0.801282051282051,50,14.9632,3.9936,201700,0.648702594810379,4.61618257261411,0.0244819038175508,,0.196645991270388,0.0747663551401869,89
"City","Henderson","Henderson","NC","Henderson, NC","""Henderson, NC""",1248,4.32371794871795,75,,,105000,1.35135135135135,19.3181818181818,,,0.151586038818354,0.0839420396761877,
"City","Sun City","Sun City","AZ","Phoenix, AZ","""Phoenix-Mesa-Scottsdale, AZ""",1249,9.63568376068376,88.8,1.4046,0.1939,159900,0.566037735849057,7.89473684210526,0.0356848030018762,,0.0775866787537459,0.019507904303868,63
"City","Cottage Grove","Cottage Grove","MN","Minneapolis-St Paul, MN","""Minneapolis-St. Paul-Bloomington, MN-WI""",1250,5.49465811965812,84.85,4.0936,1.1945,241500,0.0828843762950684,5.22875816993464,0.0185507246376813,,0.0580350974160564,0.0380952380952381,71
"City","Huber Heights","Huber Heights","OH","Dayton, OH","""Dayton, OH""",1251,4.8974358974359,89.29,7.874,3.6083,103700,1.66666666666667,13.0861504907306,0.0432111861137898,,0.149762110726644,0.0454873646209386,70.5
"City","Northville Township","Northville Township","MI","Detroit, MI","""Detroit-Warren-Dearborn, MI""",1252,3.63461538461538,100,,,401300,0.199750312109863,4.01762571280456,0.0184923997009718,,0.0430171423690212,0.00618173895665622,67.5
"City","Hot Springs","Hot Springs","AR","Hot Springs, AR","""Hot Springs, AR""",1253,6.45192307692308,,,,115300,0.523103748910201,7.45573159366263,0.0363920208152646,,0.102284226770785,0.0412782070991671,98
"City","Puyallup","Puyallup","WA","Seattle, WA","""Seattle-Tacoma-Bellevue, WA""",1254,5.27136752136752,88.46,7.6163,3.3399,311200,0.354724282489519,9.34645115952214,0.0442223650385605,,0.0648256432085665,0.0305063039130861,47
"City","Braintree","Braintree","MA","Boston, MA","""Boston-Cambridge-Newton, MA-NH""",1255,7.02991452991453,100,,,455400,0.286280554943845,6.40186915887851,0.0233794466403161,,0.0581374801201626,0.0182370820668693,59
"City","Coachella","Coachella","CA","Riverside, CA","""Riverside-San Bernardino-Ontario, CA""",1256,8.69871794871795,100,,1.7189,219500,0.319926873857404,5.37686029764762,0.0478906605922551,,0.0815013404825737,0.0460526315789474,68
"City","Glastonbury","Glastonbury","CT","Hartford, CT","""Hartford-West Hartford-East Hartford, CT""",1257,5.44871794871795,95.24,,0.4633,325700,0.246229609110496,3.85841836734694,0.0273626036229659,,0.0859093946617266,0.0235151072253526,74
"City","Howell","Howell","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",1258,3.19230769230769,86.36,5.221,2.3937,340400,0,4.51335584894074,0.0258166862514688,,0.073452911329093,0.145471745877457,119
