Apr-10,9.9
May-10,9.6
Jun-10,9.4
Jul-10,9.4
Aug-10,9.5
Sep-10,9.5
Oct-10,9.4
Nov-10,9.8
Dec-10,9.3
Jan-11,9.1
Feb-11,9
Mar-11,9
Apr-11,9.1
May-11,9
Jun-11,9.1
Jul-11,9
Aug-11,9
Sep-11,9
Oct-11,8.8
Nov-11,8.6
Dec-11,8.5
Jan-12,8.3
Feb-12,8.3
Mar-12,8.2
Apr-12,8.2
May-12,8.2
Jun-12,8.2
Jul-12,8.2
Aug-12,8.1
Sep-12,7.8
Oct-12,7.8
Nov-12,7.7
Dec-12,7.9
Jan-13,8
Feb-13,7.7
Mar-13,7.5
Apr-13,7.6
May-13,7.5
Jun-13,7.5
Jul-13,7.3
Aug-13,7.3
Sep-13,7.2
Oct-13,7.2
Nov-13,6.9
Dec-13,6.7
Jan-14,6.6
Feb-14,6.7
Mar-14,6.7
Apr-14,6.2
May-14,6.3
Jun-14,6.1
Jul-14,6.2
Aug-14,6.2
Sep-14,5.9
Oct-14,5.7
Nov-14,5.8
Dec-14,5.6
Jan-15,5.7
Feb-15,5.5
Mar-15,5.4
Apr-15,5.4
May-15,5.5
Jun-15,5.3
Jul-15,5.2
Aug-15,5.1
Sep-15,5
Oct-15,5
Nov-15,5
Dec-15,5
Jan-16,4.9
Feb-16,4.9
Mar-16,5
Apr-16,5
May-16,4.7
Jun-16,4.9
Jul-16,4.9
Aug-16,4.9
Sep-16,4.9
Oct-16,4.8
Nov-16,4.6
Dec-16,4.7
Jan-17,4.8
Feb-17,4.7
Mar-17,4.5
Apr-17,4.4
May-17,4.3
Jun-17,4.4
Jul-17,4.3
Aug-17,4.4
Sep-17,4.2
Oct-17,4.1
